"","X","pid","age","gendermale","dispatch.Dispatch","qg12","qg10Yes","qg1001","qg901","qg702","qn4003Yes","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","qu802","qu702","w01","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","qn201_b_1","qn202"
"1949","1949","360051104",-15.9983026188167,1,0,-42045.6454545455,"0",-297.406211180124,-536.300899427637,-627.965559655597,"0","3","3","1","3","5","4",-1.12484735834576,"0","0","1","0","0","0","0","0","0","1","0","3","7","5","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"1950","1950","360054103",-11.9983026188167,1,0,-13545.6454545455,"0",-297.406211180124,-236.300899427637,-427.965559655596,"0","3","4","0","6","10","9",0.968590281869671,"0","0","1","0","0","0","0","0","0","1","1","4","1","7","1","0","0","0","0","0",-1.15905779504614,2.50870786516854
"1951","1951","360061103",-4.99830261881668,1,0,11454.3545454545,"0",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","4","4","0","5","10","8",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"1952","1952","360095104",-5.99830261881668,1,0,81454.3545454546,"0",122.593788819876,-324.300899427637,-627.965559655597,"0","4","3","1","3","1","10",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","0","5","1","4","0","1","0","0","0","0",0.840942204953861,2.50870786516854
"1953","1953","360099101",0.00169738118331963,1,1,11454.3545454545,"0",-297.406211180124,-536.300899427637,-1127.9655596556,"0","4","3","0","6","5","5",-1.12484735834576,"0","1","0","0","0","0","0","1","0","1","0","3","3","4","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"1954","1954","360112106",-13.9983026188167,0,0,-18545.6454545455,"0",22.5937888198758,-266.300899427637,-627.965559655597,"0","2","2","1","5","5","7",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","1","5","3","4","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"1955","1955","360115104",-8.99830261881668,0,1,-18545.6454545455,"0",-77.4062111801242,-142.300899427637,-1127.9655596556,"0","4","4","0","0","5","4",-1.12484735834576,"0","1","0","0","0","0","0","1","0","1","0","3","7","3","0","0","0","0","0","0",0.840942204953861,-0.49129213483146
"1956","1956","360125102",16.0016973811833,0,0,-22545.6454545455,"0",-273.406211180124,-332.300899427637,-1427.9655596556,"0","1","2","0","5","7","9",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","5","7","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1957","1957","360125103",-4.99830261881668,0,0,71454.3545454546,"1",2022.59378881988,963.699100572363,-627.965559655597,"0","3","3","0","3","9","5",-0.287472302259585,"0","0","1","0","0","0","0","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1958","1958","360125104",-6.99830261881668,0,0,27454.3545454545,"1",522.593788819876,463.699100572363,372.034440344403,"1","3","3","1","6","8","7",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"1959","1959","360125105",-8.99830261881668,0,0,2454.35454545455,"1",822.593788819876,-136.300899427637,-1227.9655596556,"0","4","4","0","5","7","6",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"1960","1960","360130103",-5.99830261881668,1,0,26454.3545454545,"0",-87.4062111801242,-236.300899427637,-1127.9655596556,"0","3","4","0","1","8","5",-1.54353488638884,"0","1","0","0","0","0","1","0","0","1","0","5","1","6","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1961","1961","360137103",-6.99830261881668,1,0,101454.354545455,"1",122.593788819876,163.699100572363,2872.0344403444,"0","4","4","1","0","10","7",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","4","0","0","0","0","0","0",-2.15905779504614,0.50870786516854
"1962","1962","360137104",-9.99830261881668,0,0,1454.35454545455,"0",72.5937888198758,-282.300899427637,-1127.9655596556,"0","2","3","0","8","1","5",-1.12484735834576,"0","1","0","0","0","0","0","0","0","1","1","5","1","4","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"1963","1963","360139103",3.00169738118332,0,0,-18545.6454545455,"0",-305.406211180124,-336.300899427637,-1227.9655596556,"0","3","3","0","5","5","4",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","0","0","0","0",-1.15905779504614,-4.49129213483146
"1964","1964","360142103",-11.9983026188167,1,0,1454.35454545455,"1",-177.406211180124,-236.300899427637,-1127.9655596556,"0","4","4","1","4","10","7",0.1312152257835,"0","0","1","0","0","0","0","1","0","1","1","4","3","7","0","0","0","0","1","0",4.84094220495386,2.50870786516854
"1965","1965","360146106",-9.99830261881668,0,1,-39545.6454545455,"0",-127.406211180124,-286.300899427637,-1127.9655596556,"0","4","4","0","2","8","5",0.968590281869671,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","0","1","0","0","0","0",-2.15905779504614,-4.49129213483146
"1966","1966","360155104",-15.9983026188167,0,0,11454.3545454545,"1",-277.406211180124,-86.300899427637,372.034440344403,"0","3","3","0","6","7","8",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","1","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"1967","1967","360160104",2.00169738118332,1,1,42954.3545454545,"0",-127.406211180124,-368.300899427637,-1227.9655596556,"0","4","4","2","6","4","4",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","2","4","0","0","1","0","0","0",-1.15905779504614,-2.49129213483146
"1968","1968","360160106",3.00169738118332,0,0,-11145.6454545455,"1",-377.406211180124,-390.300899427637,-127.965559655597,"0","3","4","0","5","9","9",1.38727780991276,"0","1","0","0","0","0","0","0","0","0","0","5","1","4","0","1","0","0","0","0",-0.159057795046139,0.50870786516854
"1969","1969","360172104",-6.99830261881668,0,0,-28545.6454545455,"0",-77.4062111801242,63.699100572363,-1127.9655596556,"0","1","1","0","0","10","10",1.38727780991276,"0","1","0","0","0","1","0","0","0","1","0","5","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1970","1970","360184103",-8.99830261881668,1,0,51454.3545454545,"0",32.5937888198758,-536.300899427637,-627.965559655597,"0","4","4","0","0","3","10",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","3","3","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1971","1971","360185101",28.0016973811833,1,0,-33345.6454545455,"0",-377.406211180124,-476.300899427637,-1507.9655596556,"0","3","5","0","7","9","5",-0.287472302259585,"0","1","0","0","0","0","0","1","0","0","0","3","7","4","0","0","0","0","0","0",-0.159057795046139,-1.49129213483146
"1972","1972","360187101",11.0016973811833,0,0,-44545.6454545455,"0",-397.406211180124,-332.300899427637,-1127.9655596556,"0","2","2","0","0","8","4",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","0","1","7","3","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1973","1973","360187103",-9.99830261881668,1,0,11454.3545454545,"1",-297.406211180124,-356.300899427637,-627.965559655597,"0","5","5","0","10","0","0",-2.7995974705181,"0","0","1","0","0","0","0","0","0","0","1","5","1","4","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"1974","1974","360191102",27.0016973811833,1,0,-12845.6454545455,"0",-171.406211180124,-476.300899427637,-1227.9655596556,"0","2","2","0","5","9","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","0","0","2","7","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"1975","1975","360199104",-14.9983026188167,0,0,-16145.6454545455,"0",322.593788819876,-36.300899427637,-827.965559655597,"0","3","3","0","8","9","10",1.38727780991276,"0","0","1","0","0","0","0","1","0","1","1","5","1","7","1","0","0","0","0","1",4.84094220495386,2.50870786516854
"1976","1976","360207103",-5.99830261881668,0,1,-545.645454545454,"0",-372.406211180124,-336.300899427637,-1327.9655596556,"0","4","4","0","0","10","10",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","3","7","1","0","1","0","0","0","0",-2.15905779504614,-4.49129213483146
"1977","1977","360216102",13.0016973811833,1,0,51454.3545454545,"0",-242.406211180124,-486.300899427637,-1127.9655596556,"0","4","2","0","2","6","4",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1978","1978","360219103",-2.99830261881668,1,0,-3545.64545454545,"1",-177.406211180124,-336.300899427637,-627.965559655597,"0","4","3","0","5","7","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","3","1","7","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"1979","1979","360223105",-16.9983026188167,0,0,-43545.6454545455,"1",-177.406211180124,-36.300899427637,-727.965559655597,"0","2","2","0","5","8","10",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1980","1980","360243106",-12.9983026188167,0,0,-8545.64545454545,"0",-357.406211180124,-336.300899427637,-1127.9655596556,"0","3","3","1","5","6","6",-0.287472302259585,"0","0","1","0","0","0","0","1","0","1","0","5","1","6","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"1981","1981","360247102",8.00169738118332,0,1,-18545.6454545455,"0",-327.406211180124,-536.300899427637,-627.965559655597,"1","4","4","0","10","6","5",-1.54353488638884,"0","1","0","0","0","0","0","1","0","0","0","5","7","4","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1982","1982","360250106",-3.99830261881668,0,0,26454.3545454545,"0",-322.406211180124,-86.300899427637,-627.965559655597,"0","3","4","0","6","10","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","5","1","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"1983","1983","360256102",-4.99830261881668,0,1,-28545.6454545455,"0",-277.406211180124,-296.300899427637,-1227.9655596556,"0","2","3","1","5","5","8",-0.70615983030267,"0","1","0","0","0","0","0","0","0","0","0","3","7","4","0","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"1984","1984","360256531",19.0016973811833,1,0,-26545.6454545455,"0",-177.406211180124,-486.300899427637,-1327.9655596556,"0","2","2","0","5","7","2",-1.96222241443193,"0","1","0","0","0","0","0","1","0","1","0","1","7","4","0","1","0","0","0","0",-2.15905779504614,2.50870786516854
"1985","1985","360263101",19.0016973811833,1,0,-24545.6454545455,"0",-477.406211180124,-536.300899427637,-727.965559655597,"0","4","4","0","6","2","8",-0.287472302259585,"0","0","0","1","0","1","0","0","0","1","0","4","7","4","0","0","0","0","0","0",4.84094220495386,-4.49129213483146
"1986","1986","360263102",11.0016973811833,0,0,-28545.6454545455,"1",-377.406211180124,-36.300899427637,-927.965559655597,"0","4","4","0","7","8","7",-0.70615983030267,"0","0","0","1","0","0","1","0","0","1","0","5","7","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"1987","1987","360263103",-11.9983026188167,0,0,-18545.6454545455,"1",181.593788819876,63.699100572363,-627.965559655597,"1","4","4","0","5","5","8",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"1988","1988","360264103",-9.99830261881668,1,0,-12545.6454545455,"1",2222.59378881988,63.699100572363,3172.0344403444,"1","2","3","1","5","3","5",-1.96222241443193,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1989","1989","360272103",-9.99830261881668,1,0,47454.3545454545,"0",122.593788819876,-336.300899427637,-1127.9655596556,"0","4","4","1","7","3","6",-1.12484735834576,"0","1","0","0","0","1","0","0","0","1","1","5","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1990","1990","360273102",14.0016973811833,0,0,-24545.6454545455,"0",-277.406211180124,-127.300899427637,-1327.9655596556,"0","3","2","0","3","8","5",-0.70615983030267,"0","1","0","0","0","1","0","0","0","0","0","3","7","5","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"1991","1991","360275105",-1.99830261881668,1,1,31454.3545454545,"1",-121.406211180124,63.699100572363,1372.0344403444,"1","2","2","0","6","10","7",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","1","0","0","0",-2.15905779504614,-2.49129213483146
"1992","1992","360278103",-9.99830261881668,1,0,6454.35454545455,"0",26.5937888198758,-406.300899427637,-627.965559655597,"0","2","2","0","8","10","0",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","5","3","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1993","1993","360283102",13.0016973811833,0,1,-8545.64545454545,"1",22.5937888198758,-276.300899427637,-627.965559655597,"1","4","4","0","8","4","4",-1.12484735834576,"0","1","0","0","0","1","0","0","0","0","0","4","7","5","0","0","0","0","0","0",0.840942204953861,-0.49129213483146
"1994","1994","360288101",4.00169738118332,0,0,-18545.6454545455,"1",-77.4062111801242,-136.300899427637,-1027.9655596556,"1","3","4","0","5","6","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"1995","1995","360289103",-0.99830261881668,1,0,26454.3545454545,"0",-177.406211180124,-256.300899427637,-627.965559655597,"0","2","4","0","1","10","8",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","4","1","5","0","0","0","0","0","0",-1.15905779504614,-1.49129213483146
"1996","1996","360297103",-13.9983026188167,1,0,-35345.6454545455,"0",-17.4062111801242,-76.300899427637,-827.965559655597,"0","2","4","0","6","10","8",1.38727780991276,"0","0","1","0","0","0","0","1","0","1","1","5","1","6","0","0","1","0","0","0",2.84094220495386,2.50870786516854
"1997","1997","360298501",-11.9983026188167,0,0,-13545.6454545455,"0",-309.406211180124,-236.300899427637,-1427.9655596556,"0","5","4","0","3","7","9",0.549902753826586,"0","1","0","0","0","0","0","1","0","0","0","5","7","5","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"1998","1998","360299101",16.0016973811833,1,0,-18545.6454545455,"0",-227.406211180124,-491.300899427637,-1127.9655596556,"0","3","4","0","6","5","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","4","7","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"1999","1999","360299103",-6.99830261881668,1,1,41454.3545454545,"0",147.593788819876,1063.69910057236,-427.965559655596,"1","2","4","1","6","6","6",-1.54353488638884,"0","1","0","0","1","0","0","0","0","1","1","5","1","7","0","0","0","0","1","0",4.84094220495386,2.50870786516854
"2000","2000","360299551",-9.99830261881668,0,1,-8545.64545454545,"1",-232.406211180124,-416.300899427637,-627.965559655597,"0","2","2","0","10","10","10",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","2","7","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"2001","2001","360300103",-12.9983026188167,0,1,-47045.6454545455,"1",-217.406211180124,-156.300899427637,-627.965559655597,"0","4","4","0","5","10","10",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","4","3","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2002","2002","360301101",4.00169738118332,0,0,-41545.6454545455,"0",-377.406211180124,-236.300899427637,-1522.9655596556,"0","2","3","0","10","8","6",0.968590281869671,"0","1","0","0","0","0","0","1","0","0","0","1","1","3","0","0","1","0","0","0",-1.15905779504614,2.50870786516854
"2003","2003","360302104",-13.9983026188167,0,0,11454.3545454545,"1",-377.406211180124,-336.300899427637,-627.965559655597,"1","5","5","0","5","8","8",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2004","2004","360312103",1.00169738118332,0,1,-28545.6454545455,"0",-327.406211180124,-536.300899427637,-1027.9655596556,"0","4","4","0","1","10","10",-2.7995974705181,"0","1","0","0","0","0","0","1","0","0","0","5","7","4","0","0","1","0","0","0",-1.15905779504614,-4.49129213483146
"2005","2005","360313103",3.00169738118332,1,0,21454.3545454545,"1",-237.406211180124,-291.300899427637,372.034440344403,"0","4","4","0","5","6","5",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","0","3","6","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2006","2006","360314101",7.00169738118332,0,1,-36545.6454545455,"0",-297.406211180124,-216.300899427637,-1397.9655596556,"0","1","3","0","2","8","7",0.549902753826586,"0","1","0","0","0","0","0","1","0","0","0","2","7","5","0","0","1","0","0","0",1.84094220495386,-2.49129213483146
"2007","2007","360315103",-13.9983026188167,1,0,-15545.6454545455,"1",-377.406211180124,-166.300899427637,-827.965559655597,"0","2","4","0","4","6","6",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","5","1","6","0","1","0","0","0","0",-2.15905779504614,2.50870786516854
"2008","2008","360333103",-6.99830261881668,1,0,11454.3545454545,"0",22.5937888198758,463.699100572363,-1127.9655596556,"0","4","5","0","5","5","7",0.1312152257835,"0","1","0","0","0","0","0","0","1","1","1","5","1","6","0","0","0","0","0","0",-0.159057795046139,1.50870786516854
"2009","2009","360335104",-7.99830261881668,1,0,-18545.6454545455,"1",-477.406211180124,-536.300899427637,-427.965559655596,"0","4","4","0","10","0","0",-2.7995974705181,"0","0","1","0","0","0","0","0","0","1","0","5","3","5","0","1","0","0","0","0",-0.159057795046139,-2.49129213483146
"2010","2010","360336531",-0.99830261881668,0,0,41454.3545454545,"0",82.5937888198758,-156.300899427637,-1127.9655596556,"1","3","3","0","8","8","1",-1.96222241443193,"0","1","0","0","0","0","1","0","0","0","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2011","2011","360344103",-5.99830261881668,1,1,-13545.6454545455,"1",22.5937888198758,-481.300899427637,-1127.9655596556,"0","1","3","1","3","8","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",-1.15905779504614,-0.49129213483146
"2012","2012","360344105",-7.99830261881668,0,1,-27545.6454545455,"0",-187.406211180124,-36.300899427637,-1127.9655596556,"0","4","4","0","3","7","5",-0.287472302259585,"0","1","0","0","0","1","0","0","0","1","1","5","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2013","2013","360344551",-8.99830261881668,0,0,-23545.6454545455,"1",22.5937888198758,-136.300899427637,-927.965559655597,"0","2","2","0","5","5","5",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","3","6","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"2014","2014","360541432",29.0016973811833,0,0,-40545.6454545455,"0",-377.406211180124,-196.300899427637,-1522.9655596556,"0","4","4","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","0","0","1","1","3","0","0","1","0","0","0",-2.15905779504614,-1.49129213483146
"2015","2015","370007103",-7.99830261881668,0,1,-31545.6454545455,"1",-277.406211180124,63.699100572363,-627.965559655597,"0","4","4","0","7","4","6",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2016","2016","370012103",-7.99830261881668,0,0,-30545.6454545455,"0",-57.4062111801242,-236.300899427637,-1127.9655596556,"0","1","5","0","6","7","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","1","0","0","0",-1.15905779504614,2.50870786516854
"2017","2017","370015102",16.0016973811833,1,0,-22145.6454545455,"1",-277.406211180124,263.699100572363,-1427.9655596556,"1","5","2","0","7","4","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","0","4","1","5","0","0","0","0","0","0",2.84094220495386,-3.49129213483146
"2018","2018","370016101",11.0016973811833,1,1,-13545.6454545455,"1",-377.406211180124,363.699100572363,-627.965559655597,"0","4","4","0","5","9","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"2019","2019","370016103",-15.9983026188167,0,0,-24545.6454545455,"0",-277.406211180124,-336.300899427637,-627.965559655597,"0","2","4","0","5","10","8",0.549902753826586,"0","0","1","0","0","0","1","0","0","1","1","3","1","6","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2020","2020","370017103",-0.99830261881668,1,0,-30545.6454545455,"0",-77.4062111801242,-336.300899427637,-427.965559655596,"1","4","4","0","8","10","8",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","4","7","5","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"2021","2021","370019101",-2.99830261881668,0,0,-19745.6454545455,"1",-377.406211180124,-336.300899427637,-627.965559655597,"0","3","4","0","3","6","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","4","1","5","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"2022","2022","370020101",2.00169738118332,1,0,1454.35454545455,"1",522.593788819876,463.699100572363,-127.965559655597,"1","4","4","0","9","7","9",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","3","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2023","2023","370020102",1.00169738118332,0,0,-18545.6454545455,"0",32.5937888198758,-236.300899427637,-627.965559655597,"0","3","4","0","6","7","8",0.549902753826586,"0","1","0","0","0","0","0","1","0","1","1","5","4","5","0","0","0","0","0","0",1.84094220495386,-0.49129213483146
"2024","2024","370023101",16.0016973811833,0,0,-28545.6454545455,"0",462.593788819876,-336.300899427637,-627.965559655597,"0","4","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","4","1","6","0","0","0","0","0","0",4.84094220495386,-2.49129213483146
"2025","2025","370023103",-7.99830261881668,0,0,-8545.64545454545,"0",-177.406211180124,-186.300899427637,272.034440344403,"0","4","4","1","5","10","9",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","4","1","6","1","0","0","0","0","0",4.84094220495386,2.50870786516854
"2026","2026","370024101",7.00169738118332,1,0,-8545.64545454545,"0",-207.406211180124,-236.300899427637,-627.965559655597,"1","2","2","0","5","6","5",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","4","7","5","0","0","1","0","0","0",2.84094220495386,1.50870786516854
"2027","2027","370027102",4.00169738118332,1,0,-18545.6454545455,"0",22.5937888198758,-296.300899427637,-727.965559655597,"1","3","4","0","6","6","5",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","0","1","7","4","0","0","1","0","0","0",4.84094220495386,2.50870786516854
"2028","2028","370037103",9.00169738118332,1,0,31454.3545454545,"1",322.593788819876,463.699100572363,-1327.9655596556,"1","4","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","2","1","6","0","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"2029","2029","370038103",-7.99830261881668,1,0,25454.3545454545,"0",-77.4062111801242,-236.300899427637,-1127.9655596556,"0","4","4","0","6","8","8",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","1","5","1","5","1","0","0","0","0","0",0.840942204953861,-0.49129213483146
"2030","2030","370038551",-8.99830261881668,0,1,-28545.6454545455,"0",-297.406211180124,-269.300899427637,-1327.9655596556,"0","5","5","0","6","6","6",0.1312152257835,"0","1","0","0","0","0","0","1","0","0","0","5","3","5","0","0","1","0","0","0",4.84094220495386,-4.49129213483146
"2031","2031","370048103",-8.99830261881668,1,0,-18545.6454545455,"0",51.5937888198758,-236.300899427637,1372.0344403444,"0","3","4","0","2","8","7",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","0","4","7","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2032","2032","370053101",-2.99830261881668,1,0,-8545.64545454545,"0",-237.406211180124,-136.300899427637,-1127.9655596556,"0","4","4","0","7","10","7",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","5","3","4","0","0","1","0","0","0",0.840942204953861,-1.49129213483146
"2033","2033","370053102",-4.99830261881668,0,1,-18545.6454545455,"0",-267.406211180124,-236.300899427637,-1127.9655596556,"0","4","5","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","5","7","5","0","0","0","0","0","0",-2.15905779504614,-0.49129213483146
"2034","2034","370058103",-4.99830261881668,1,0,54454.3545454545,"1",522.593788819876,463.699100572363,-627.965559655597,"0","2","4","0","5","8","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2035","2035","370059103",-8.99830261881668,0,1,-8545.64545454545,"0",-227.406211180124,-281.300899427637,272.034440344403,"0","4","4","1","8","5","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"2036","2036","370061103",-1.99830261881668,1,0,1454.35454545455,"0",-372.406211180124,-536.300899427637,-627.965559655597,"0","3","3","0","6","6","9",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","6","4","0","0","0","0","0","0",0.840942204953861,-2.49129213483146
"2037","2037","370071104",-7.99830261881668,0,0,-28545.6454545455,"0",-177.406211180124,-266.300899427637,-627.965559655597,"0","4","4","0","7","6","7",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","0","5","1","5","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"2038","2038","370076103",-5.99830261881668,1,1,-24545.6454545455,"0",-387.406211180124,-536.300899427637,-627.965559655597,"0","4","4","0","7","6","6",-0.287472302259585,"0","1","0","0","0","0","0","1","0","0","0","3","1","4","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"2039","2039","370087102",19.0016973811833,1,0,-13145.6454545455,"0",-277.406211180124,-299.300899427637,-1607.9655596556,"0","3","5","0","6","5","5",1.38727780991276,"0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2040","2040","370090103",-5.99830261881668,0,0,-12545.6454545455,"1",-297.406211180124,-36.300899427637,-927.965559655597,"0","4","4","0","5","8","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","1","0","0","0","0",-2.15905779504614,-2.49129213483146
"2041","2041","370100101",17.0016973811833,1,0,35494.3545454545,"1",-297.406211180124,-136.300899427637,-1087.9655596556,"1","5","5","0","8","7","5",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2042","2042","370105101",5.00169738118332,1,0,21454.3545454545,"1",-277.406211180124,-216.300899427637,-1127.9655596556,"0","4","2","0","6","10","3",-0.70615983030267,"0","1","0","0","0","0","1","0","0","0","0","1","3","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"2043","2043","370109102",12.0016973811833,1,0,41454.3545454545,"1",1922.59378881988,363.699100572363,-127.965559655597,"1","2","2","0","5","10","10",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","0","4","7","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"2044","2044","370149551",-13.9983026188167,0,0,-28545.6454545455,"0",-127.406211180124,-296.300899427637,-1327.9655596556,"0","4","4","0","8","2","5",-1.54353488638884,"0","1","0","0","0","0","0","1","0","1","1","5","7","5","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"2045","2045","370161103",2.00169738118332,1,0,-33545.6454545455,"0",-197.406211180124,-236.300899427637,-1127.9655596556,"0","2","3","0","1","5","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","4","4","5","0","0","0","0","0","0",-2.15905779504614,-1.49129213483146
