"","X","pid","age","gendermale","dispatch.Dispatch","qg12","qg10Yes","qg1001","qg901","qg702","qn4003Yes","qg401","qg406","qg15","qn10025","qn6011","qn6014","qn6018","qea0同居","qea0在婚","qea0未婚","qea0离婚","qp605.公费治疗","qp605.城镇居民","qp605.城镇治疗","qp605.新型农村","qp605.补充医疗","qu201Yes","qu202Yes","qu802","qu702","w01","kwa2_b_1不喜欢学校","kwa2_b_1学业成绩","kwa2_b_1经济困难","kwa2_b_1身体健康","qn203Yes","qn4001Yes","qn201_b_1","qn202"
"888","888","220283104",-5.99830261881668,0,0,-28545.6454545455,"0",-127.406211180124,-400.300899427637,-1127.9655596556,"0","4","4","0","5","10","8",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","5","7","4","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"889","889","220286101",1.00169738118332,0,0,11454.3545454545,"0",-377.406211180124,-308.300899427637,-1127.9655596556,"0","4","3","0","5","4","8",-0.287472302259585,"0","1","0","0","0","0","0","1","0","1","0","3","1","4","0","0","0","0","0","0",-2.15905779504614,-2.49129213483146
"890","890","220286102",-3.99830261881668,1,0,17454.3545454545,"0",-107.406211180124,-336.300899427637,-1327.9655596556,"0","4","4","1","5","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","5","7","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"891","891","220301101",11.0016973811833,0,0,-2945.64545454545,"1",-327.406211180124,-236.300899427637,-927.965559655597,"0","4","3","0","2","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","4","7","1","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"892","892","220301102",11.0016973811833,1,0,-44545.6454545455,"0",-147.406211180124,-456.300899427637,-927.965559655597,"0","4","4","0","3","10","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","5","7","4","0","0","1","0","0","0",2.84094220495386,2.50870786516854
"893","893","220305501",-1.99830261881668,0,0,-24545.6454545455,"1",-221.406211180124,-256.300899427637,-1427.9655596556,"0","4","4","0","5","3","7",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"894","894","220307103",-12.9983026188167,0,0,41454.3545454545,"1",-177.406211180124,-66.300899427637,-627.965559655597,"0","4","4","0","7","5","6",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"895","895","220319101",-0.99830261881668,0,0,-18545.6454545455,"1",-417.406211180124,-186.300899427637,-1227.9655596556,"1","4","4","0","7","7","10",0.549902753826586,"0","1","0","0","0","0","1","0","0","0","0","3","7","6","0","1","0","0","0","0",2.84094220495386,0.50870786516854
"896","896","220336103",-13.9983026188167,1,0,31454.3545454545,"1",-77.4062111801242,163.699100572363,2372.0344403444,"0","2","3","1","5","6","6",0.1312152257835,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","1","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"897","897","220352103",-2.99830261881668,0,1,-24545.6454545455,"1",-427.406211180124,-336.300899427637,-1127.9655596556,"0","2","4","1","0","10","8",1.38727780991276,"0","1","0","0","0","0","0","0","0","1","1","5","1","7","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"898","898","220355101",6.00169738118332,0,0,-21545.6454545455,"0",-327.406211180124,-386.300899427637,-1127.9655596556,"0","4","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","0","4","7","4","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"899","899","220356101",9.00169738118332,1,1,-35545.6454545455,"0",-277.406211180124,-291.300899427637,-1277.9655596556,"0","4","4","0","3","10","10",1.38727780991276,"0","1","0","0","0","0","0","0","0","0","0","1","7","4","0","0","1","0","0","0",-2.15905779504614,-3.49129213483146
"900","900","220358102",19.0016973811833,1,0,-45545.6454545455,"1",-407.406211180124,-436.300899427637,-1177.9655596556,"0","5","5","0","3","6","6",0.549902753826586,"0","1","0","0","0","0","0","0","0","0","0","5","1","4","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"901","901","220683551",-4.99830261881668,1,0,-6545.64545454545,"0",-357.406211180124,-216.300899427637,-1127.9655596556,"0","1","2","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","3","7","5","0","0","0","0","0","1",4.84094220495386,-1.49129213483146
"902","902","222492501",-5.99830261881668,1,0,-8545.64545454545,"1",-277.406211180124,-36.300899427637,372.034440344403,"0","2","2","0","7","5","6",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","0","4","3","6","0","0","0","0","0","0",-1.15905779504614,0.50870786516854
"903","903","222964551",-6.99830261881668,0,0,1454.35454545455,"1",152.593788819876,313.699100572363,-1127.9655596556,"1","4","4","0","7","3","5",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"904","904","224376551",-2.99830261881668,1,0,51454.3545454545,"1",322.593788819876,1463.69910057236,1372.0344403444,"1","4","4","1","5","7","7",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"905","905","225025431",-5.99830261881668,1,0,-21845.6454545455,"0",222.593788819876,-176.300899427637,-627.965559655597,"0","3","3","0","0","10","7",0.1312152257835,"0","1","0","0","0","0","0","1","0","1","1","4","7","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"906","906","225818551",2.00169738118332,1,0,-8545.64545454545,"1",134.593788819876,-136.300899427637,-127.965559655597,"1","3","4","0","2","10","6",-1.54353488638884,"0","1","0","0","0","0","1","0","0","1","0","4","3","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"907","907","226223553",-7.99830261881668,1,0,66454.3545454546,"0",222.593788819876,-536.300899427637,-627.965559655597,"0","4","4","0","7","5","4",-1.12484735834576,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","0","0","0","0",-2.15905779504614,1.50870786516854
"908","908","226514551",11.0016973811833,0,0,-24545.6454545455,"0",-197.406211180124,-236.300899427637,-1127.9655596556,"0","2","2","0","3","7","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","3","7","3","0","0","0","0","0","0",-2.15905779504614,-1.49129213483146
"909","909","226884551",-10.9983026188167,0,0,-40145.6454545455,"0",-277.406211180124,-236.300899427637,-127.965559655597,"0","5","5","0","6","5","8",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","1","5","2","4","0","0","0","0","0","0",-1.15905779504614,2.50870786516854
"910","910","228335503",-8.99830261881668,1,0,-6545.64545454545,"1",-372.406211180124,-283.300899427637,-1127.9655596556,"1","3","3","0","5","10","10",1.38727780991276,"0","1","0","0","0","0","0","1","0","1","1","4","2","5","0","0","1","0","0","0",-2.15905779504614,-4.49129213483146
"911","911","228579501",-5.99830261881668,1,0,31454.3545454545,"0",-47.4062111801242,-236.300899427637,-427.965559655596,"0","4","4","1","3","10","6",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,0.50870786516854
"912","912","228706501",-4.99830261881668,0,0,51454.3545454545,"1",-177.406211180124,463.699100572363,-1327.9655596556,"0","4","4","1","5","9","7",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","3","8","0","0","0","0","0","0",-1.15905779504614,-3.49129213483146
"913","913","230008103",3.00169738118332,0,0,-28545.6454545455,"0",-377.406211180124,-206.300899427637,-1127.9655596556,"0","5","5","0","3","10","5",-0.70615983030267,"0","1","0","0","0","0","0","1","0","1","0","3","7","4","0","0","0","0","0","0",0.840942204953861,0.50870786516854
"914","914","230020552",3.00169738118332,0,1,35454.3545454545,"0",-77.4062111801242,-176.300899427637,-1127.9655596556,"0","5","5","0","8","8","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"915","915","230026106",-10.9983026188167,0,0,-24545.6454545455,"0",-277.406211180124,-536.300899427637,-1427.9655596556,"0","3","3","0","5","10","8",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","1","5","3","6","0","0","0","0","0","0",-2.15905779504614,0.50870786516854
"916","916","230027101",18.0016973811833,1,1,51454.3545454545,"1",522.593788819876,-236.300899427637,372.034440344403,"1","5","5","1","2","10","8",-0.287472302259585,"0","0","0","1","0","0","1","0","0","1","1","5","1","5","0","0","0","0","0","0",2.84094220495386,0.50870786516854
"917","917","230027102",16.0016973811833,0,1,41454.3545454545,"1",489.593788819876,-136.300899427637,-627.965559655597,"0","2","5","0","3","7","9",0.968590281869671,"0","0","0","1","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,-3.49129213483146
"918","918","230027103",-7.99830261881668,1,0,21454.3545454545,"1",22.5937888198758,163.699100572363,372.034440344403,"0","4","4","0","5","7","6",-0.287472302259585,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"919","919","230036101",14.0016973811833,0,0,-24545.6454545455,"0",-202.406211180124,-161.300899427637,-1267.9655596556,"0","4","4","0","8","0","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","0","0","1","7","3","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"920","920","230036102",17.0016973811833,1,0,11454.3545454545,"1",222.593788819876,-236.300899427637,-1227.9655596556,"1","4","4","0","7","6","4",0.1312152257835,"0","1","0","0","0","0","1","0","0","0","0","1","1","5","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"921","921","230036103",-9.99830261881668,1,0,-38545.6454545455,"0",-77.4062111801242,-136.300899427637,-627.965559655597,"0","4","4","0","8","8","7",-0.70615983030267,"0","0","1","0","0","0","0","0","1","1","1","5","3","7","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"922","922","230044102",2.00169738118332,1,0,-12545.6454545455,"1",22.5937888198758,-236.300899427637,-1227.9655596556,"1","4","5","1","5","5","5",-1.54353488638884,"0","1","0","0","0","0","1","0","0","0","0","1","1","4","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"923","923","230045101",-3.99830261881668,0,1,-28545.6454545455,"0",-267.406211180124,-336.300899427637,-1127.9655596556,"0","4","4","0","5","9","6",-0.287472302259585,"0","1","0","0","1","0","0","0","0","1","1","5","7","4","0","0","1","0","0","0",-2.15905779504614,2.50870786516854
"924","924","230046103",-6.99830261881668,1,0,-25545.6454545455,"1",-207.406211180124,-196.300899427637,-627.965559655597,"0","2","4","0","8","9","8",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","0","4","1","6","0","0","0","0","0","0",0.840942204953861,-2.49129213483146
"925","925","230048102",-5.99830261881668,1,1,-27545.6454545455,"0",-77.4062111801242,-246.300899427637,-1027.9655596556,"1","4","2","0","10","3","8",-0.70615983030267,"0","0","1","0","0","0","1","0","0","1","1","3","1","6","0","0","0","0","0","0",0.840942204953861,-0.49129213483146
"926","926","230052103",-18.9983026188167,1,1,-38545.6454545455,"0",122.593788819876,563.699100572363,-1527.9655596556,"1","5","5","0","5","10","0",-2.7995974705181,"0","0","1","0","0","0","1","0","0","1","1","5","7","7","0","0","0","0","0","0",-2.15905779504614,-0.49129213483146
"927","927","230075101",10.0016973811833,1,0,-25545.6454545455,"0",-137.406211180124,-336.300899427637,-327.965559655597,"0","1","2","0","3","9","7",0.968590281869671,"0","1","0","0","0","0","0","1","0","1","0","5","1","4","0","1","0","0","0","0",4.84094220495386,2.50870786516854
"928","928","230089103",-7.99830261881668,0,0,101454.354545455,"1",622.593788819876,213.699100572363,-627.965559655597,"0","2","4","1","3","8","8",0.549902753826586,"0","1","0","0","0","0","1","0","0","1","1","5","1","8","0","0","0","0","0","1",-2.15905779504614,-2.49129213483146
"929","929","230090103",-13.9983026188167,0,1,-44545.6454545455,"0",-357.406211180124,-236.300899427637,-1427.9655596556,"0","1","1","0","0","1","1",-2.38090994247501,"0","0","1","0","0","0","0","0","0","1","0","1","7","6","1","0","0","0","0","0",-2.15905779504614,-4.49129213483146
"930","930","230091102",25.0016973811833,1,0,1454.35454545455,"0",522.593788819876,-236.300899427637,-127.965559655597,"0","5","5","0","8","6","7",0.549902753826586,"0","1","0","0","0","1","0","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"931","931","230100101",16.0016973811833,1,1,-28545.6454545455,"0",-339.406211180124,-266.300899427637,-827.965559655597,"0","4","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","1","7","5","0","1","0","0","0","0",4.84094220495386,2.50870786516854
"932","932","230100103",-10.9983026188167,1,1,-20945.6454545455,"1",-477.406211180124,163.699100572363,-1427.9655596556,"0","2","4","1","0","5","7",1.38727780991276,"0","0","1","0","0","0","1","0","0","1","0","5","7","5","0","0","1","0","0","0",-0.159057795046139,-1.49129213483146
"933","933","230110101",7.00169738118332,1,0,101454.354545455,"0",-67.4062111801242,-236.300899427637,-1127.9655596556,"0","5","5","0","5","5","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","1","0","0","0","0","0",-2.15905779504614,2.50870786516854
"934","934","230111101",5.00169738118332,0,0,-21045.6454545455,"0",7.59378881987578,-276.300899427637,-627.965559655597,"1","5","5","0","2","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","1","5","1","6","0","0","1","0","0","0",-0.159057795046139,2.50870786516854
"935","935","230111581",2.00169738118332,1,0,51454.3545454545,"0",22.5937888198758,-276.300899427637,-1127.9655596556,"0","4","4","0","3","7","7",0.968590281869671,"0","1","0","0","0","0","1","0","0","1","1","5","1","5","0","0","1","0","0","1",2.84094220495386,2.50870786516854
"936","936","230114101",35.0016973811833,1,0,1454.35454545455,"0",-227.406211180124,-236.300899427637,-627.965559655597,"0","5","5","0","2","10","10",1.38727780991276,"0","0","0","1","0","0","1","0","0","1","0","2","1","4","0","0","1","0","1","0",-1.15905779504614,2.50870786516854
"937","937","230119531",-4.99830261881668,0,0,-28545.6454545455,"0",-177.406211180124,-236.300899427637,-827.965559655597,"1","4","4","0","8","5","10",1.38727780991276,"0","0","0","1","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"938","938","230134101",24.0016973811833,1,0,-28545.6454545455,"0",-141.406211180124,-299.300899427637,-1277.9655596556,"1","2","4","0","0","10","5",-0.287472302259585,"0","0","0","1","1","0","0","0","0","0","0","1","7","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"939","939","230150101",10.0016973811833,1,0,1454.35454545455,"1",122.593788819876,63.699100572363,-627.965559655597,"1","4","4","0","6","8","6",-1.96222241443193,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",-2.15905779504614,2.50870786516854
"940","940","230158102",24.0016973811833,1,0,-24545.6454545455,"0",22.5937888198758,-286.300899427637,-327.965559655597,"1","2","4","0","0","10","10",1.38727780991276,"0","1","0","0","0","0","1","0","0","1","0","1","7","5","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"941","941","230170103",1.00169738118332,1,0,-3545.64545454545,"0",-390.406211180124,-340.300899427637,-1427.9655596556,"0","4","4","0","5","8","5",0.549902753826586,"0","1","0","0","0","0","0","1","0","0","0","5","1","4","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"942","942","230184601",-5.99830261881668,0,0,-22145.6454545455,"0",-77.4062111801242,-216.300899427637,-1127.9655596556,"0","4","5","0","5","5","5",-0.70615983030267,"0","1","0","0","0","0","1","0","0","1","0","4","7","5","0","0","0","0","0","0",-1.15905779504614,-1.49129213483146
"943","943","230193103",-7.99830261881668,0,1,-10145.6454545455,"0",-127.406211180124,-166.300899427637,272.034440344403,"0","2","3","0","8","6","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
"944","944","230205101",12.0016973811833,0,0,-23545.6454545455,"1",-247.406211180124,63.699100572363,-627.965559655597,"1","4","4","0","5","8","5",1.38727780991276,"0","0","0","1","0","1","0","0","0","1","1","5","1","6","0","0","0","0","0","0",-0.159057795046139,2.50870786516854
"945","945","230208102",18.0016973811833,0,1,11454.3545454545,"1",522.593788819876,-36.300899427637,-1127.9655596556,"1","4","4","0","8","8","8",-0.70615983030267,"0","1","0","0","1","0","0","0","0","1","1","5","1","7","0","0","0","0","0","0",-0.159057795046139,-2.49129213483146
"946","946","230208103",-8.99830261881668,0,0,71454.3545454546,"1",1522.59378881988,4463.69910057236,372.034440344403,"1","4","5","1","8","6","7",-0.287472302259585,"0","0","1","0","0","0","1","0","0","1","1","5","1","7","0","0","0","0","0","0",0.840942204953861,2.50870786516854
"947","947","230209101",16.0016973811833,1,0,17454.3545454545,"1",222.593788819876,263.699100572363,-127.965559655597,"0","5","4","0","5","8","8",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","1","5","4","7","0","0","0","0","0","0",4.84094220495386,-3.49129213483146
"948","948","230209102",-8.99830261881668,0,1,-17345.6454545455,"0",-287.406211180124,-196.300899427637,-1127.9655596556,"0","4","4","0","6","8","8",0.968590281869671,"0","0","1","0","0","0","1","0","0","1","1","4","1","7","0","1","0","0","0","0",-1.15905779504614,-2.49129213483146
"949","949","230209103",16.0016973811833,0,0,-18545.6454545455,"0",-177.406211180124,-226.300899427637,-1127.9655596556,"0","4","4","0","5","6","5",0.1312152257835,"0","1","0","0","0","0","1","0","0","1","0","4","1","7","0","0","0","0","0","0",4.84094220495386,2.50870786516854
